customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST0178,Male,0,Yes,Yes,3,Yes,No phone service,DSL,Yes,No internet service,No,Yes,No,No,One year,No,Mailed check,63.75,3616.38,No
CUST0179,Male,1,Yes,Yes,11,Yes,No,No,No,Yes,No,No,Yes,No,One year,Yes,Mailed check,65.48,413.2,Yes
CUST0180,Male,1,No,No,22,Yes,No,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,70.41,5012.5,No
CUST0181,Male,1,Yes,Yes,72,Yes,Yes,DSL,No,No internet service,Yes,No,No,Yes,One year,No,Credit card (automatic),83.31,4074.89,No
CUST0182,Male,0,No,No,14,Yes,Yes,Fiber optic,Yes,No,No internet service,Yes,No internet service,Yes,One year,No,Bank transfer (automatic),63.94,3484.28,No
CUST0183,Female,0,No,Yes,2,Yes,No phone service,No,No internet service,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,53.96,995.64,Yes
CUST0184,Male,0,No,No,14,Yes,Yes,DSL,No,No,No,No internet service,No,Yes,Month-to-month,Yes,Credit card (automatic),52.77,2577.63,No
CUST0185,Male,1,Yes,No,4,Yes,No,DSL,No,Yes,No,No,No,No internet service,One year,No,Mailed check,46.65,189.82,No
CUST0186,Male,0,No,Yes,7,Yes,Yes,No,Yes,No,No,No,Yes,No,Two year,Yes,Bank transfer (automatic),88.63,5360.62,No
CUST0187,Female,0,No,Yes,28,No,Yes,Fiber optic,No,No,No,Yes,No,Yes,One year,Yes,Credit card (automatic),45.6,594.83,No
CUST0188,Male,0,Yes,No,2,Yes,Yes,No,No,No,Yes,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),90.4,4566.48,Yes
CUST0189,Male,0,No,No,18,Yes,No,DSL,No,No,Yes,No,No,Yes,One year,Yes,Bank transfer (automatic),65.57,1110.63,No
CUST0190,Female,0,No,No,28,Yes,No phone service,Fiber optic,Yes,No internet service,Yes,No internet service,Yes,No,Month-to-month,No,Bank transfer (automatic),49.36,289.27,Yes
CUST0191,Male,0,Yes,No,16,Yes,Yes,DSL,No,Yes,No,No internet service,No,Yes,One year,Yes,Credit card (automatic),83.55,2939.87,No
CUST0192,Male,0,No,No,1,Yes,Yes,DSL,Yes,No internet service,No,No,Yes,No,One year,Yes,Credit card (automatic),43.18,562.13,No
CUST0193,Male,0,Yes,Yes,72,Yes,Yes,Fiber optic,No,Yes,Yes,No,No internet service,No,One year,No,Mailed check,84.15,4442.09,No
CUST0194,Male,0,Yes,No,13,Yes,No,Fiber optic,No internet service,No,Yes,No internet service,Yes,No internet service,Two year,Yes,Bank transfer (automatic),71.38,1275.39,No
CUST0195,Male,0,Yes,No,45,Yes,No,No,No,No internet service,No,No,No internet service,Yes,One year,No,Electronic check,47.11,1192.62,No
CUST0196,Female,0,Yes,No,11,Yes,No phone service,Fiber optic,No,No,No,No,No internet service,Yes,One year,Yes,Electronic check,80.86,3338.52,No
CUST0197,Female,0,Yes,No,19,No,No,Fiber optic,No,No,No internet service,Yes,No internet service,No,Month-to-month,No,Electronic check,81.4,1728.3,Yes
CUST0198,Female,0,Yes,No,14,Yes,No,Fiber optic,No,No,No,No,No,No internet service,Two year,Yes,Credit card (automatic),99.73,2776.08,No
CUST0199,Male,0,No,No,12,No,Yes,No,No internet service,No,No,No,No,No internet service,Two year,Yes,Mailed check,93.98,5536.54,No
CUST0200,Male,0,No,No,1,Yes,No phone service,DSL,Yes,Yes,No,No internet service,Yes,Yes,Month-to-month,Yes,Credit card (automatic),79.74,1094.32,No
CUST0201,Male,0,No,No,13,Yes,Yes,DSL,No,No internet service,No internet service,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),31.17,213.1,No
CUST0202,Female,0,Yes,No,66,Yes,Yes,Fiber optic,No,No,No internet service,Yes,No,No,Month-to-month,No,Electronic check,120.0,2917.61,No
CUST0203,Male,0,Yes,Yes,35,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,One year,No,Credit card (automatic),22.89,712.63,No
CUST0204,Male,0,No,Yes,4,Yes,No,DSL,No,No,Yes,No internet service,No internet service,Yes,One year,Yes,Electronic check,93.48,3695.07,No
CUST0205,Female,0,Yes,No,26,No,No,No,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),77.94,2138.8,No
CUST0206,Male,1,Yes,No,66,Yes,No,DSL,No internet service,Yes,No,Yes,No,No,Two year,Yes,Electronic check,29.78,1699.71,No
CUST0207,Female,0,No,Yes,36,Yes,No,No,No internet service,No,No,Yes,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),61.27,232.32,No
CUST0208,Female,1,Yes,Yes,4,Yes,Yes,DSL,No,No,No,No,No,No internet service,One year,Yes,Electronic check,62.64,1982.82,Yes
CUST0209,Female,0,No,Yes,60,Yes,No phone service,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),104.17,2931.29,No
CUST0210,Male,0,No,Yes,10,No,No,No,No internet service,No internet service,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),43.6,2048.28,No
CUST0211,Male,0,Yes,No,18,Yes,No,DSL,Yes,Yes,No internet service,Yes,No,No internet service,Month-to-month,Yes,Credit card (automatic),57.14,3977.38,No
CUST0212,Male,0,Yes,No,22,Yes,No,No,Yes,No,Yes,No internet service,Yes,Yes,Month-to-month,Yes,Credit card (automatic),20.0,744.73,No
CUST0213,Male,0,No,No,57,Yes,Yes,Fiber optic,No,Yes,No,Yes,No internet service,No,One year,No,Credit card (automatic),117.04,8318.03,No
CUST0214,Male,0,Yes,No,72,Yes,No,No,No internet service,No,No,Yes,No,No,One year,Yes,Bank transfer (automatic),32.89,738.61,No
CUST0215,Male,0,Yes,Yes,72,No,No,Fiber optic,No internet service,Yes,No internet service,No,No internet service,Yes,Month-to-month,Yes,Mailed check,74.81,238.76,Yes
CUST0216,Male,1,No,Yes,1,Yes,Yes,Fiber optic,No,No internet service,No internet service,No,Yes,No,Month-to-month,Yes,Mailed check,61.96,790.71,Yes
CUST0217,Female,1,Yes,No,72,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),62.06,1803.08,No
CUST0218,Male,1,No,No,1,Yes,No phone service,Fiber optic,No,No internet service,No,Yes,Yes,No,One year,No,Bank transfer (automatic),89.3,2094.85,No
CUST0219,Female,0,No,No,9,Yes,No,DSL,Yes,No,No internet service,Yes,Yes,Yes,One year,Yes,Credit card (automatic),115.14,908.53,No
CUST0220,Male,0,Yes,Yes,21,Yes,No phone service,DSL,Yes,No internet service,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),72.54,2301.04,Yes
CUST0221,Male,1,Yes,No,19,Yes,Yes,DSL,No,No,No,No,No,Yes,One year,Yes,Credit card (automatic),84.65,2116.84,Yes
CUST0222,Male,0,Yes,No,27,Yes,Yes,Fiber optic,Yes,No internet service,No,No,Yes,No internet service,Month-to-month,No,Mailed check,74.87,726.65,No
CUST0223,Female,0,Yes,No,19,No,Yes,No,No internet service,Yes,Yes,No,No,No,Two year,Yes,Mailed check,95.53,2103.89,No
CUST0224,Female,0,Yes,No,72,Yes,No,DSL,No,No,No,No,No internet service,No,Two year,Yes,Bank transfer (automatic),51.11,3267.98,No
CUST0225,Female,0,No,No,8,Yes,Yes,DSL,No,No internet service,No internet service,Yes,No,No,One year,No,Mailed check,97.26,2183.08,No
CUST0226,Female,1,Yes,No,9,No,Yes,Fiber optic,Yes,Yes,No,No internet service,Yes,No,Two year,No,Credit card (automatic),98.31,5081.98,No
CUST0227,Male,0,No,Yes,72,Yes,No phone service,DSL,No,Yes,No,No internet service,Yes,Yes,Two year,No,Credit card (automatic),97.48,4333.33,No
CUST0228,Female,0,No,Yes,2,Yes,No phone service,DSL,Yes,No,Yes,Yes,No,No,Two year,No,Credit card (automatic),45.2,1415.97,No
CUST0229,Male,0,No,Yes,28,Yes,No,DSL,No internet service,No internet service,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),59.95,1077.35,No
CUST0230,Male,0,No,No,34,Yes,Yes,No,No internet service,No,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),72.18,1963.41,No
CUST0231,Female,0,Yes,No,21,Yes,Yes,No,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,23.87,1027.56,No
CUST0232,Female,1,No,No,35,No,Yes,Fiber optic,Yes,Yes,No,No,No internet service,Yes,Month-to-month,Yes,Bank transfer (automatic),112.85,2923.15,Yes
CUST0233,Female,0,No,Yes,5,Yes,No,Fiber optic,No internet service,Yes,Yes,No,No,Yes,One year,No,Bank transfer (automatic),64.63,1050.76,No
CUST0234,Female,0,Yes,No,57,Yes,No phone service,Fiber optic,No,No internet service,No,No,No,No,Month-to-month,No,Mailed check,73.52,681.43,No
CUST0235,Female,0,Yes,No,4,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,No,Credit card (automatic),47.69,3026.56,Yes
CUST0236,Female,1,No,No,15,Yes,Yes,Fiber optic,No,No,No internet service,No,Yes,No,Month-to-month,Yes,Electronic check,25.19,812.8,Yes
CUST0237,Female,0,Yes,No,2,Yes,No,Fiber optic,No internet service,No internet service,No,No,No,No,Month-to-month,No,Credit card (automatic),46.88,2127.83,No
CUST0238,Female,1,Yes,No,23,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,One year,No,Credit card (automatic),71.58,2563.79,No
CUST0239,Male,0,Yes,No,33,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,Two year,Yes,Mailed check,85.2,5363.71,No
CUST0240,Female,0,Yes,Yes,72,Yes,No,Fiber optic,No internet service,Yes,No,No,Yes,Yes,One year,No,Electronic check,69.85,2782.44,No
CUST0241,Female,0,No,No,40,No,No,No,Yes,No,No,Yes,Yes,Yes,One year,Yes,Electronic check,75.4,2649.28,No
CUST0242,Male,0,No,Yes,23,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,One year,Yes,Bank transfer (automatic),54.89,3658.18,No
CUST0243,Female,0,No,Yes,72,Yes,Yes,No,No,No,No,No internet service,Yes,Yes,Month-to-month,No,Credit card (automatic),79.89,4161.97,No
CUST0244,Male,0,Yes,Yes,19,Yes,No phone service,No,No internet service,No,Yes,No,No,No internet service,Month-to-month,No,Electronic check,109.48,976.61,No
CUST0245,Male,0,Yes,No,24,Yes,Yes,DSL,No,No,No,Yes,No,No internet service,Two year,Yes,Bank transfer (automatic),86.14,1173.02,No
CUST0246,Female,1,Yes,No,27,Yes,Yes,Fiber optic,No internet service,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,89.29,5079.11,Yes
CUST0247,Male,0,Yes,No,15,Yes,Yes,Fiber optic,No,Yes,Yes,No,No internet service,Yes,Month-to-month,No,Credit card (automatic),73.82,4454.73,No
CUST0248,Male,0,Yes,Yes,54,Yes,Yes,No,Yes,No,Yes,No,No internet service,Yes,One year,No,Bank transfer (automatic),20.0,794.17,No
CUST0249,Male,1,No,No,6,Yes,Yes,No,No internet service,No,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,33.66,1358.73,Yes
CUST0250,Male,0,Yes,No,24,Yes,No phone service,Fiber optic,No,No,Yes,No internet service,Yes,Yes,Month-to-month,Yes,Mailed check,78.65,3607.29,Yes
CUST0251,Female,0,No,No,38,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,64.67,2080.96,No
CUST0252,Male,1,Yes,No,70,No,No,No,No,No,Yes,Yes,No,No internet service,Month-to-month,Yes,Credit card (automatic),78.2,3854.57,No
CUST0253,Female,0,Yes,Yes,64,Yes,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,115.29,1003.3,No
CUST0254,Male,0,Yes,No,21,Yes,No,No,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,86.78,6009.66,Yes
CUST0255,Male,0,No,No,30,Yes,No phone service,No,Yes,Yes,No internet service,Yes,Yes,Yes,One year,Yes,Electronic check,102.77,5576.22,No
CUST0256,Male,0,No,Yes,15,Yes,No phone service,Fiber optic,No,No,No internet service,Yes,No,No,Two year,Yes,Bank transfer (automatic),67.84,3108.0,No
CUST0257,Male,0,No,No,18,Yes,Yes,Fiber optic,No internet service,Yes,Yes,Yes,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),40.78,956.74,No
CUST0258,Female,0,Yes,No,71,Yes,No,Fiber optic,No,No internet service,No,No internet service,No,No internet service,Two year,No,Electronic check,63.26,786.24,No
CUST0259,Female,1,Yes,No,72,Yes,No,Fiber optic,No internet service,No internet service,Yes,Yes,Yes,No internet service,Month-to-month,Yes,Electronic check,40.86,1228.31,Yes
CUST0260,Male,0,No,Yes,67,Yes,No phone service,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,111.75,5360.81,Yes
CUST0261,Male,0,Yes,Yes,4,Yes,No,No,Yes,No,Yes,No internet service,Yes,No,Month-to-month,Yes,Credit card (automatic),88.71,4080.15,No
CUST0262,Female,0,No,Yes,56,Yes,No phone service,No,Yes,Yes,No,Yes,No,Yes,One year,Yes,Mailed check,80.62,2270.74,No
CUST0263,Male,0,Yes,No,72,Yes,No,No,Yes,No,No,No internet service,No,No,Month-to-month,Yes,Credit card (automatic),102.08,4546.91,No
CUST0264,Male,0,Yes,No,13,Yes,Yes,DSL,Yes,No,No internet service,No internet service,Yes,Yes,One year,No,Bank transfer (automatic),20.0,1175.52,No
CUST0265,Male,0,Yes,Yes,21,Yes,No,No,No,No,Yes,No internet service,No,No,One year,No,Bank transfer (automatic),82.64,236.88,No
CUST0266,Female,0,Yes,No,45,Yes,No phone service,No,No internet service,No,No internet service,Yes,No,No,One year,Yes,Credit card (automatic),25.68,847.31,No
CUST0267,Female,0,No,No,24,Yes,No phone service,DSL,No internet service,Yes,No,No,No,Yes,One year,Yes,Electronic check,64.78,3553.79,No
CUST0268,Female,1,Yes,Yes,72,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,Two year,Yes,Electronic check,55.65,2213.5,No
CUST0269,Male,0,Yes,No,18,Yes,No,DSL,No internet service,Yes,No,No internet service,No,Yes,Month-to-month,No,Mailed check,84.85,4009.67,No
CUST0270,Male,1,Yes,No,37,Yes,Yes,No,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),71.85,2707.43,No
CUST0271,Female,0,Yes,Yes,47,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,One year,Yes,Credit card (automatic),105.35,7524.67,No
CUST0272,Female,1,No,Yes,20,No,No,No,No internet service,No,Yes,No,No,Yes,One year,No,Electronic check,46.94,228.99,No
CUST0273,Female,0,No,No,58,Yes,Yes,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),86.27,3094.13,Yes
CUST0274,Female,0,No,No,23,Yes,No phone service,No,Yes,No,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),69.87,523.34,No
CUST0275,Male,0,No,No,15,Yes,Yes,DSL,No,No,No internet service,No,Yes,No internet service,Month-to-month,No,Mailed check,20.0,246.9,Yes
CUST0276,Female,0,Yes,No,3,No,No phone service,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,37.44,1055.69,No
CUST0277,Male,0,No,Yes,14,Yes,Yes,Fiber optic,No,No,No internet service,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),60.5,728.67,Yes
CUST0278,Female,0,Yes,Yes,39,Yes,Yes,DSL,No,No internet service,Yes,No internet service,No,No,Two year,Yes,Credit card (automatic),98.37,6828.94,No
CUST0279,Male,0,Yes,No,72,Yes,Yes,No,No internet service,No internet service,No,No,No,No internet service,One year,No,Mailed check,78.91,5383.52,No
CUST0280,Female,0,No,Yes,8,Yes,Yes,DSL,Yes,No,No,No,Yes,No,Month-to-month,No,Electronic check,29.97,745.29,No
CUST0281,Female,0,Yes,Yes,13,Yes,Yes,Fiber optic,No,No,Yes,No,No internet service,Yes,One year,No,Credit card (automatic),60.79,2822.02,No
CUST0282,Female,0,No,No,5,Yes,Yes,Fiber optic,No,Yes,No internet service,No,No,No,Two year,Yes,Electronic check,120.0,4667.58,No
CUST0283,Female,0,Yes,No,35,Yes,No,Fiber optic,No,No internet service,No,No,No internet service,No,Month-to-month,Yes,Mailed check,68.34,4025.49,No
CUST0284,Male,0,No,No,72,Yes,Yes,DSL,No,Yes,No,No internet service,No,No,Month-to-month,Yes,Bank transfer (automatic),55.18,2513.38,Yes
CUST0285,Female,0,No,No,30,Yes,No,DSL,No,No internet service,No,No,No,No,One year,Yes,Mailed check,79.75,81.18,No
CUST0286,Male,1,No,Yes,28,Yes,Yes,No,No internet service,No,No,No,Yes,No internet service,One year,Yes,Bank transfer (automatic),87.9,4850.89,No
CUST0287,Male,0,No,No,24,Yes,No phone service,DSL,No internet service,No,No,Yes,Yes,No internet service,Month-to-month,No,Credit card (automatic),51.31,2772.35,No
CUST0288,Male,0,No,Yes,2,Yes,No phone service,No,No internet service,No internet service,No,Yes,Yes,No,Two year,Yes,Mailed check,80.08,2978.1,No
CUST0289,Male,0,Yes,No,39,Yes,No,No,No internet service,Yes,Yes,No,No,No,Month-to-month,No,Mailed check,55.13,3589.58,No
CUST0290,Female,1,No,No,27,No,Yes,DSL,No,No,No,Yes,Yes,No,Month-to-month,No,Mailed check,86.58,5670.95,Yes
CUST0291,Male,0,Yes,No,32,Yes,Yes,DSL,No internet service,No,No internet service,Yes,No,No internet service,Month-to-month,Yes,Credit card (automatic),70.09,2677.31,No
CUST0292,Male,0,No,No,68,Yes,No phone service,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,79.46,3509.48,Yes
CUST0293,Male,0,No,No,45,Yes,Yes,No,No,No,Yes,Yes,No internet service,No internet service,One year,No,Electronic check,42.22,3029.74,No
CUST0294,Female,0,No,Yes,45,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),40.36,896.68,No
CUST0295,Female,0,Yes,No,72,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Mailed check,93.36,2245.22,No
CUST0296,Female,1,Yes,No,72,Yes,Yes,No,Yes,Yes,No,No,Yes,No internet service,Two year,No,Electronic check,62.62,875.21,No
CUST0297,Female,1,No,Yes,26,Yes,Yes,DSL,No internet service,No internet service,Yes,No internet service,No,Yes,Two year,No,Credit card (automatic),73.55,4751.88,No
CUST0298,Male,0,Yes,No,3,Yes,No,No,No,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,55.81,3005.75,Yes
CUST0299,Male,0,Yes,No,18,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,One year,No,Bank transfer (automatic),91.96,781.73,No
CUST0300,Female,1,Yes,Yes,46,Yes,No,DSL,No,Yes,No,No internet service,Yes,Yes,Month-to-month,No,Electronic check,46.77,3306.59,Yes
CUST0301,Male,0,No,No,1,Yes,Yes,DSL,Yes,Yes,No,No,Yes,Yes,One year,No,Credit card (automatic),60.93,3223.2,No
CUST0302,Male,0,No,No,1,No,Yes,DSL,Yes,Yes,Yes,Yes,No internet service,Yes,Month-to-month,Yes,Credit card (automatic),88.58,5437.65,No
CUST0303,Male,0,Yes,No,2,Yes,No phone service,DSL,Yes,No internet service,No,Yes,Yes,Yes,One year,No,Bank transfer (automatic),100.19,442.71,No
CUST0304,Female,0,Yes,No,39,No,Yes,No,No,No,No internet service,No,No internet service,No internet service,Month-to-month,Yes,Electronic check,49.29,1816.34,No
CUST0305,Female,0,Yes,No,20,Yes,No phone service,Fiber optic,No,Yes,No,No,No internet service,No internet service,Two year,No,Mailed check,120.0,6072.06,No
CUST0306,Male,0,No,No,13,No,No,DSL,No,Yes,No internet service,No,Yes,Yes,Two year,Yes,Credit card (automatic),74.4,2942.35,No
CUST0307,Female,1,No,No,3,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),33.71,1629.37,Yes
CUST0308,Female,1,Yes,Yes,39,Yes,No phone service,No,No,No internet service,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),76.07,4493.48,No
CUST0309,Female,0,Yes,No,11,Yes,Yes,Fiber optic,No,Yes,Yes,No internet service,No,Yes,Month-to-month,Yes,Credit card (automatic),53.51,1475.7,No
CUST0310,Female,0,Yes,No,9,Yes,No phone service,Fiber optic,No,Yes,Yes,No,No,Yes,One year,Yes,Electronic check,78.02,4779.28,No
CUST0311,Female,1,No,Yes,31,Yes,Yes,DSL,No,Yes,Yes,Yes,No,No internet service,Month-to-month,No,Electronic check,63.71,800.7,Yes
CUST0312,Male,1,No,No,24,Yes,No phone service,No,Yes,Yes,No,No internet service,No,No internet service,One year,Yes,Mailed check,67.23,1360.22,No
CUST0313,Female,0,Yes,No,13,Yes,Yes,No,Yes,Yes,No internet service,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),37.65,153.53,No
CUST0314,Male,1,Yes,Yes,30,Yes,No,DSL,No,No,No,No,No internet service,Yes,Month-to-month,Yes,Bank transfer (automatic),94.7,2545.05,No
CUST0315,Male,1,Yes,No,9,Yes,No,DSL,No,Yes,No,No internet service,No,Yes,Month-to-month,Yes,Credit card (automatic),30.32,848.05,No
CUST0316,Female,0,No,No,47,Yes,No phone service,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),31.74,1846.28,No
CUST0317,Male,0,Yes,No,7,Yes,No phone service,DSL,Yes,Yes,No,No,No internet service,No,One year,Yes,Credit card (automatic),76.02,3601.28,No
CUST0318,Male,0,No,Yes,5,Yes,No phone service,Fiber optic,No internet service,No internet service,No,No,No,Yes,Two year,Yes,Bank transfer (automatic),113.09,3619.56,No
CUST0319,Male,0,No,Yes,45,Yes,No phone service,No,No internet service,No internet service,No,No,Yes,No,Month-to-month,No,Credit card (automatic),54.42,2574.18,No
CUST0320,Female,0,Yes,No,36,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,One year,Yes,Credit card (automatic),86.03,408.43,No
CUST0321,Female,1,Yes,No,6,Yes,Yes,No,No,No,Yes,No,No,No internet service,Month-to-month,Yes,Mailed check,97.2,1341.29,Yes
CUST0322,Male,0,Yes,Yes,3,Yes,Yes,Fiber optic,No,No,No internet service,No,Yes,No,One year,Yes,Electronic check,89.44,4070.73,Yes
CUST0323,Female,0,No,No,54,Yes,Yes,No,No internet service,No,Yes,No,No internet service,No,Month-to-month,No,Electronic check,55.66,2590.43,No
CUST0324,Female,0,No,Yes,44,Yes,Yes,No,No internet service,No,Yes,Yes,Yes,No,One year,Yes,Bank transfer (automatic),32.27,1805.87,No
CUST0325,Female,0,No,No,11,Yes,No,DSL,Yes,No,No internet service,No,No,No internet service,Two year,Yes,Credit card (automatic),20.0,592.26,No
CUST0326,Female,1,No,No,32,Yes,Yes,Fiber optic,No internet service,No internet service,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),57.11,2987.18,No
CUST0327,Male,0,Yes,No,3,Yes,No,Fiber optic,Yes,No internet service,No,No,Yes,Yes,One year,Yes,Electronic check,100.34,4973.24,Yes
CUST0328,Male,0,No,Yes,21,Yes,Yes,DSL,Yes,No,No,No,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),31.28,2170.52,No
CUST0329,Female,0,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,No internet service,Yes,Month-to-month,Yes,Mailed check,86.01,1399.69,Yes
CUST0330,Female,0,Yes,Yes,14,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,36.5,1465.99,Yes
CUST0331,Male,0,No,No,2,Yes,No,No,No internet service,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,68.18,2981.28,Yes
CUST0332,Male,0,No,No,19,Yes,No,Fiber optic,Yes,No,No,No internet service,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),86.23,6200.55,No
CUST0333,Female,0,No,Yes,16,Yes,No,No,No,Yes,No,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),45.22,691.07,Yes
CUST0334,Male,0,No,Yes,17,Yes,Yes,Fiber optic,No internet service,No internet service,No,No internet service,Yes,No internet service,Month-to-month,No,Electronic check,70.11,2674.76,Yes
CUST0335,Female,0,No,No,1,Yes,No,No,No internet service,Yes,No internet service,Yes,No,No,Month-to-month,Yes,Credit card (automatic),52.55,1344.11,Yes
CUST0336,Female,0,No,No,13,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No internet service,Yes,One year,No,Credit card (automatic),86.15,3303.02,No
CUST0337,Male,1,Yes,No,42,No,Yes,No,No,No,No,No internet service,No,No,Two year,No,Mailed check,72.06,1259.68,No
CUST0338,Male,0,Yes,Yes,13,Yes,No,Fiber optic,No,No,No,Yes,No internet service,No,Month-to-month,No,Bank transfer (automatic),66.7,292.16,No
CUST0339,Female,0,No,No,37,No,Yes,Fiber optic,Yes,No,No internet service,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),111.75,4654.65,Yes
CUST0340,Female,0,Yes,No,13,Yes,Yes,Fiber optic,No internet service,No internet service,Yes,No internet service,No,Yes,Month-to-month,No,Mailed check,84.87,2108.63,No
CUST0341,Male,0,Yes,No,16,Yes,No phone service,Fiber optic,No internet service,No,No,No internet service,No internet service,Yes,Two year,Yes,Mailed check,44.29,616.41,No
CUST0342,Female,0,Yes,No,24,Yes,No phone service,DSL,Yes,No,No internet service,No internet service,No,No,One year,Yes,Mailed check,62.42,1498.14,No
CUST0343,Male,0,Yes,No,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),62.72,282.18,No
CUST0344,Female,1,No,No,3,Yes,Yes,DSL,Yes,No,No internet service,No,Yes,No,Month-to-month,Yes,Credit card (automatic),67.41,4616.3,No
CUST0345,Male,0,No,No,1,Yes,Yes,No,No internet service,No internet service,Yes,Yes,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),120.0,5071.38,Yes
CUST0346,Male,0,Yes,No,28,Yes,Yes,DSL,Yes,No,No,No,No internet service,Yes,Month-to-month,Yes,Electronic check,76.13,4479.88,No
CUST0347,Male,0,Yes,No,72,No,No phone service,DSL,No,No internet service,No internet service,No internet service,No,No internet service,Two year,No,Electronic check,20.0,620.83,No
CUST0348,Female,1,Yes,Yes,72,Yes,Yes,No,No,No,No,No,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),48.72,3173.14,No
CUST0349,Female,0,No,No,19,Yes,No,Fiber optic,No,Yes,No,No,No internet service,Yes,Month-to-month,Yes,Mailed check,20.0,706.31,Yes
CUST0350,Male,0,No,No,18,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No internet service,One year,Yes,Mailed check,55.11,2300.68,No
CUST0351,Female,0,Yes,No,31,Yes,No phone service,DSL,Yes,No,No internet service,No,No,Yes,Month-to-month,Yes,Credit card (automatic),20.0,718.35,No
CUST0352,Male,0,No,Yes,24,Yes,Yes,No,No internet service,No,No,No internet service,Yes,No internet service,Month-to-month,Yes,Electronic check,38.85,2061.61,No
CUST0353,Male,0,No,Yes,30,Yes,No,No,No internet service,No,Yes,Yes,No,No internet service,Two year,No,Mailed check,20.0,824.65,No
CUST0354,Female,1,No,No,62,No,Yes,No,No,Yes,No,No,No,No,One year,Yes,Bank transfer (automatic),76.52,1552.19,No
CUST0355,Female,0,No,Yes,41,Yes,No,Fiber optic,Yes,No,No,No internet service,Yes,No,Month-to-month,Yes,Mailed check,65.02,736.85,Yes
